,v1,v2,norm_text
5224,ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",\oh fuck juswoke bed boatin dock sleep wid 25 year old spinout giv u da gossip l8r xxx\
5225,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile pleasure smile pain smile trouble pour like rain smile sum1 hurt u smile becoz love u smile
5226,ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabha i'm soryda realy frm heart sory
5227,ham,I re-met alex nichols from middle school and it turns out he's dealing!,meet alex nichols middle school turn deal
5228,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,private 2003 account statement < fone > show 800 un redeem s. i. m. point 08715203656 identifier code 42049 expire 26/10/04
5229,ham,It means u could not keep ur words.,mean u ur word
5230,ham,"Nope, I'm still in the market",nope market
5231,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,realise busy guy try bother exam outta way try car gr8 day
5232,spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,choose receive å£350 award pls claim number 09066364311 collect award select receive value mobile customer
5233,ham,Hey what how about your project. Started aha da.,hey project start aha da
5234,ham,Ok cool. See ya then.,ok cool ya
5235,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,uworld site buy qbank buy self assessment
5236,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply
5237,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,someonone know try contact date service find mobile landline 09064015307 box334sk38ch
5238,ham,Yeah I can still give you a ride,yeah ride
5239,ham,"Jay wants to work out first, how's 4 sound?",jay want work 4 sound
5240,ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",gud gud k chikku tke care sleep gud nyt
5241,ham,Its a part of checking IQ,check iq
5242,ham,Hmm thinking lor...,hmm think lor
5243,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,course tease know simply grin post prey love smile devour kiss
5244,ham,thanks for the temales it was wonderful. Thank. Have a great week.,thank temales wonderful thank great week
5245,ham,Thank you princess! I want to see your nice juicy booty...,thank princess want nice juicy booty
5246,ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,eat day sit stare juicy pizza eat med ruin life
5247,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8 dear slp care swt dream muah
5248,ham,U come n search tat vid..not finishd..,u come n search tat vid finishd
5249,ham,"K I'm leaving soon, be there a little after 9",k leave soon little 9
5250,spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgent 09061213237 landline å£5000 cash 4 holiday await collection t cs sae po box 177 m227xy 16 +
5251,ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",yeah work fine start week stuff dull easy guy fun
5252,ham,You do your studies alone without anyones help. If you cant no need to study.,study anyone help not need study
5253,ham,Please tell me not all of my car keys are in your purse,tell car key purse
5254,ham,I didnt get anything da,not da
5255,ham,Ok... Sweet dreams...,ok sweet dream
5256,ham,Well she's in for a big surprise!,big surprise
5257,ham,"As usual..iam fine, happy &amp; doing well..:)",usual iam fine happy amp
5258,ham,1 in cbe. 2 in chennai.,1 cbe 2 chennai
5259,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,help u swoop pick u ur bird r meet u want
5260,ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,call treadmill buy sure working find ad craigslist sell $ lt;#&gt
5261,ham,I absolutely LOVE South Park! I only recently started watching the office.,absolutely love south park recently start watch office
5262,ham,Did you see that film:),film
5263,ham,Pls speak with me. I wont ask anything other then you friendship.,pls speak will not ask friendship
5264,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person","storm msg wen u lift d phne u \hello\ u knw wt d real meaning hello d girl yes u knw dat girl \""margaret hello\ d girlfrnd f grahmbell invnted telphone moral 4get d person"
5265,ham,Gud ni8.swt drms.take care,gud ni8.swt drms.take care
5266,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,hi darlin kate u do something tonight be go pub call swan parent drink phone u
5267,ham,Anything lar then Ì_ not going home 4 dinner?,lar ì go home 4 dinner
5268,ham,\ER,\er
5269,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",prize customer t&c www.t-c.biz 18 + 150p min polo ltd suite 373 london w1j 6hl busy
5270,ham,Did u fix the teeth?if not do it asap.ok take care.,u fix teeth?if asap.ok care
5271,ham,So u wan 2 come for our dinner tonight a not?,u wan 2 come dinner tonight
5272,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",hello.how u doing?what u 2?when u b move flat cos need arrange pick lamp etc care hello caroline
5273,ham,Its too late:)but its k.wish you the same.,late:)but k.wish
5274,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",hi hope ur day good walk table book half let know ur come
5275,ham,Oh yeah clearly it's my fault,oh yeah clearly fault
5276,ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,dunno leh not remember mayb lor wat time r meeting tmr
5277,ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",good msg hard person u know step foward u fall love amp step ruin ur friendship good night:-
5278,spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobile number award å£2000 prize guarantee 09061790126 land line claim 3030 valid 12hrs 150ppm
5279,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""","helloooo wake \sweet\ \""morning\ \""welcomes\ \""you\ \""enjoy\ \""this day\ \""with joy\ \""gud mrng\"
5280,ham,"Vikky, come around  &lt;TIME&gt; ..",vikky come   lt;time&gt
5281,ham,"And how you will do that, princess? :)",princess
5282,ham,I have gone into get info bt dont know what to do,go info bt not know
5283,ham,"Yeah, probably here for a while",yeah probably
5284,ham,Sent me ur email id soon,send ur email would soon
5285,spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18","urgent win 1 week free membership å£100,000 prize jackpot txt word claim 81010 t&c www.dbuk.net lccltd pobox 4403ldnw1a7rw18"
5286,ham,I'm still pretty weak today .. Bad day ?,pretty weak today bad day
5287,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,hey forget possession property mmm childish smile
5288,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),excellent thought misundrstud frnd knw u hate bt day wen u'll knw truth u'll hate urself:- gn:-
5289,ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey congrats 2u2 would luv 2 have 2 home
5290,ham,Dear where you. Call me,dear
5291,ham,Xy trying smth now. U eat already? We havent...,xy try smth u eat not
5292,spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,urgent 09061213237 landline å£5000 cash luxury 4 canary islands holiday await collection t&cs sae po box 177 m227xy 150ppm 16 +
5293,ham,I donno its in your genes or something,donno gene
5294,spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,xmas iscoming ur award å£500 cd gift voucher free entry 2 r å£100 weekly draw txt music 87066 tnc www.ldew.com1win150ppmx3age16subscription
5295,ham,Alex says he's not ok with you not being ok with it,alex say ok ok
5296,ham,Are u coming to the funeral home,u come funeral home
5297,ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,darling sister school resuming minimum wait period reapply care
5298,ham,I.ll hand her my phone to chat wit u,i.ll hand phone chat wit u
5299,ham,Well good morning mr . Hows london treatin' ya treacle?,good morning mr s london treatin ya treacle
5300,ham,I can't make it tonight,tonight
5301,ham,At WHAT TIME should i come tomorrow,time come tomorrow
5302,ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,  lt;#&gt buck bank fee fix better bank find
5303,ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",tell long cos finish film
5304,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,pls ask macho budget bb bold 2 cos see new   lt;#&gt   dollar
5305,ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",\hi miss mumhas beendropping red wine theplace adress?\
5306,ham,Ill be at yours in about 3 mins but look out for me,ill 3 min look
5307,ham,What you did in  leave.,  leave
5308,ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,come thursday yay go to ok money cheer oh yeah alright s school work
5309,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",jolly good way   u ticket sat eve 7.30 speak x
5310,ham,"yeah, that's what I was thinking",yeah think
5311,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,k.k:)i'm go tirunelvali week uncle spend take dress .so want money.i feb 1
5312,ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,get ur favorite oyster n get favorite sashimi ok lar dun wait ur stomach start rumble
5313,ham,My sister going to earn more than me da.,sister go earn da
5314,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,official england poly ringtone colour flag yer mobile tonight game text tone flag 84199 optout txt eng stop box39822 w111wx å£1.50
5315,ham,Hahaha..use your brain dear,hahaha use brain dear
5316,ham,Jus finish watching tv... U?,jus finish watch tv u
5317,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",k fyi parent place south tampa need deal
5318,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",good morning love sleep wish great day feeling well opportunity thought babe love kiss
